sanction_id,date_implemented,year,month,imposing_country_code,imposing_country,imposing_region,target_country_code,target_country,restriction_type,affected_technology,severity_level,description,source_reference,is_retaliatory,multilateral,status,economic_impact_usd_bn_est,is_synthetic
SC0570,2022-07-10,2022,7,US,United States,North America,AE,United Arab Emirates,Technology_Transfer_Ban,AI_Accelerator,5,[Synthetic] Technology_Transfer_Ban on AI_Accelerator – US targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,12.32,1
SC0587,2022-07-18,2022,7,DE,Germany,Europe,SA,Saudi Arabia,Technology_Transfer_Ban,AI_Accelerator,3,[Synthetic] Technology_Transfer_Ban on AI_Accelerator – DE targeting SA (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,13.86,1
SC0589,2022-07-24,2022,7,DE,Germany,Europe,RU,RU,Data_Localization,Advanced_Logic_Chip,4,[Synthetic] Data_Localization on Advanced_Logic_Chip – DE targeting RU (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,12.46,1
SC0590,2022-07-02,2022,7,FR,France,Europe,PK,Pakistan,Export_Ban,Advanced_Logic_Chip,5,[Synthetic] Export_Ban on Advanced_Logic_Chip – FR targeting PK (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,29.75,1
SC0592,2022-07-24,2022,7,US,United States,North America,RU,RU,Tariff,DUV_Lithography,4,[Synthetic] Tariff on DUV_Lithography – US targeting RU (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,28.6,1
SC0595,2022-07-23,2022,7,KR,South Korea,Asia-Pacific,RU,RU,Export_Ban,Cloud_AI_Services,2,[Synthetic] Export_Ban on Cloud_AI_Services – KR targeting RU (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,21.16,1
SC0017,2022-08-09,2022,8,US,United States,North America,GLOBAL,GLOBAL,Export_Ban,Semiconductor_manufacturing_advanced_chips,5,CHIPS and Science Act signed – domestic investment + controls,US Congress 2022,0,0,Active,25.44,0
SC0021,2022-08-03,2022,8,CN,China,Asia-Pacific,TW,Taiwan,Export_Ban,Natural_sand_key_imports,3,China suspends sand exports to Taiwan during military drills,MOFCOM China 2022,0,0,Active,17.36,0
SC0477,2022-08-03,2022,8,FR,France,Europe,RU,RU,Tariff,Telecom_5G_Infrastructure,2,[Synthetic] Tariff on Telecom_5G_Infrastructure – FR targeting RU (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,18.9,1
SC0489,2022-08-12,2022,8,NL,Netherlands,Europe,AE,United Arab Emirates,Export_Ban,Semiconductor_Equipment,4,[Synthetic] Export_Ban on Semiconductor_Equipment – NL targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,46.08,1
SC0504,2022-08-13,2022,8,EU,EU,Europe,CN,China,Technology_Transfer_Ban,Telecom_5G_Infrastructure,4,[Synthetic] Technology_Transfer_Ban on Telecom_5G_Infrastructure – EU targeting CN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,8.63,1
SC0505,2022-08-17,2022,8,KR,South Korea,Asia-Pacific,CN,China,Data_Localization,Dual_Use_Electronics,2,[Synthetic] Data_Localization on Dual_Use_Electronics – KR targeting CN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,9.1,1
SC0513,2022-08-26,2022,8,NL,Netherlands,Europe,PK,Pakistan,Export_Ban,Gallium_Germanium,2,[Synthetic] Export_Ban on Gallium_Germanium – NL targeting PK (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,15.99,1
SC0514,2022-08-20,2022,8,NL,Netherlands,Europe,AE,United Arab Emirates,Tariff,DUV_Lithography,4,[Synthetic] Tariff on DUV_Lithography – NL targeting AE (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,45.63,1
SC0530,2022-08-17,2022,8,FR,France,Europe,CN,China,Data_Localization,Advanced_Logic_Chip,4,[Synthetic] Data_Localization on Advanced_Logic_Chip – FR targeting CN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,36.22,1
SC0531,2022-08-11,2022,8,DE,Germany,Europe,IN,India,Tariff,Advanced_Logic_Chip,1,[Synthetic] Tariff on Advanced_Logic_Chip – DE targeting IN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,2.82,1
SC0536,2022-08-21,2022,8,EU,EU,Europe,CN,China,Entity_Blacklist,Advanced_Logic_Chip,2,[Synthetic] Entity_Blacklist on Advanced_Logic_Chip – EU targeting CN (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,15.27,1
SC0537,2022-08-08,2022,8,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Technology_Transfer_Ban,Quantum_Computing,4,[Synthetic] Technology_Transfer_Ban on Quantum_Computing – KR targeting AE (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,20.52,1
SC0556,2022-08-01,2022,8,NL,Netherlands,Europe,CN,China,Export_Ban,AI_Training_Data,4,[Synthetic] Export_Ban on AI_Training_Data – NL targeting CN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,44.02,1
SC0563,2022-08-02,2022,8,KR,South Korea,Asia-Pacific,SA,Saudi Arabia,Export_Ban,GPU_High_End,4,[Synthetic] Export_Ban on GPU_High_End – KR targeting SA (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,30.29,1
SC0478,2022-09-14,2022,9,NL,Netherlands,Europe,AE,United Arab Emirates,Technology_Transfer_Ban,GPU_High_End,1,[Synthetic] Technology_Transfer_Ban on GPU_High_End – NL targeting AE (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,3.29,1
SC0526,2022-09-23,2022,9,JP,Japan,Asia-Pacific,IN,India,Technology_Transfer_Ban,Quantum_Computing,4,[Synthetic] Technology_Transfer_Ban on Quantum_Computing – JP targeting IN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,37.53,1
SC0546,2022-09-01,2022,9,US,United States,North America,IN,India,Entity_Blacklist,HBM_Memory,4,[Synthetic] Entity_Blacklist on HBM_Memory – US targeting IN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,6.23,1
SC0547,2022-09-14,2022,9,US,United States,North America,TW,Taiwan,Technology_Transfer_Ban,Quantum_Computing,1,[Synthetic] Technology_Transfer_Ban on Quantum_Computing – US targeting TW (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,10.71,1
SC0550,2022-09-11,2022,9,FR,France,Europe,AE,United Arab Emirates,Technology_Transfer_Ban,Gallium_Germanium,4,[Synthetic] Technology_Transfer_Ban on Gallium_Germanium – FR targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,31.19,1
SC0555,2022-09-25,2022,9,US,United States,North America,PK,Pakistan,Data_Localization,Advanced_Logic_Chip,4,[Synthetic] Data_Localization on Advanced_Logic_Chip – US targeting PK (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,42.12,1
SC0573,2022-09-19,2022,9,FR,France,Europe,AE,United Arab Emirates,Export_Ban,DUV_Lithography,1,[Synthetic] Export_Ban on DUV_Lithography – FR targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,1.01,1
SC0579,2022-09-11,2022,9,EU,EU,Europe,RU,RU,Entity_Blacklist,Gallium_Germanium,1,[Synthetic] Entity_Blacklist on Gallium_Germanium – EU targeting RU (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,5.98,1
SC0586,2022-09-24,2022,9,FR,France,Europe,TW,Taiwan,Entity_Blacklist,Semiconductor_Equipment,4,[Synthetic] Entity_Blacklist on Semiconductor_Equipment – FR targeting TW (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,10.3,1
SC0018,2022-10-07,2022,10,US,United States,North America,CN,China,Export_Ban,GPU_High_End_AI_Accelerator_Advanced_Logic,5,BIS Oct 2022 rule – A100 H100 advanced logic banned,BIS Oct 2022,0,0,Active,27.04,0
SC0019,2022-10-13,2022,10,US,United States,North America,CN,China,Export_Ban,Semiconductor_equipment_advanced_nodes,5,Equipment export controls for 14nm and below China fabs,BIS Oct 2022,0,0,Active,41.92,0
SC0484,2022-10-16,2022,10,NL,Netherlands,Europe,CN,China,Export_Ban,GPU_High_End,2,[Synthetic] Export_Ban on GPU_High_End – NL targeting CN (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,18.89,1
SC0496,2022-10-26,2022,10,JP,Japan,Asia-Pacific,PK,Pakistan,Export_Ban,Quantum_Computing,2,[Synthetic] Export_Ban on Quantum_Computing – JP targeting PK (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,15.81,1
SC0498,2022-10-26,2022,10,DE,Germany,Europe,CN,China,Data_Localization,Semiconductor_Equipment,2,[Synthetic] Data_Localization on Semiconductor_Equipment – DE targeting CN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.09,1
SC0502,2022-10-21,2022,10,US,United States,North America,SA,Saudi Arabia,License_Requirement,AI_Accelerator,1,[Synthetic] License_Requirement on AI_Accelerator – US targeting SA (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,7.93,1
SC0506,2022-10-26,2022,10,US,United States,North America,PK,Pakistan,Tariff,Dual_Use_Electronics,2,[Synthetic] Tariff on Dual_Use_Electronics – US targeting PK (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,5.72,1
SC0512,2022-10-19,2022,10,KR,South Korea,Asia-Pacific,IN,India,Data_Localization,Dual_Use_Electronics,3,[Synthetic] Data_Localization on Dual_Use_Electronics – KR targeting IN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,26.44,1
SC0522,2022-10-14,2022,10,JP,Japan,Asia-Pacific,IN,India,Tariff,GPU_High_End,5,[Synthetic] Tariff on GPU_High_End – JP targeting IN (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,16.99,1
SC0541,2022-10-26,2022,10,FR,France,Europe,CN,China,Export_Ban,EUV_Lithography,2,[Synthetic] Export_Ban on EUV_Lithography – FR targeting CN (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,19.55,1
SC0560,2022-10-04,2022,10,EU,EU,Europe,CN,China,Entity_Blacklist,Semiconductor_Equipment,1,[Synthetic] Entity_Blacklist on Semiconductor_Equipment – EU targeting CN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,11.59,1
SC0480,2022-11-07,2022,11,DE,Germany,Europe,IN,India,Tariff,GPU_High_End,2,[Synthetic] Tariff on GPU_High_End – DE targeting IN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.97,1
SC0482,2022-11-11,2022,11,NL,Netherlands,Europe,IN,India,Tariff,Telecom_5G_Infrastructure,4,[Synthetic] Tariff on Telecom_5G_Infrastructure – NL targeting IN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,24.6,1
SC0491,2022-11-24,2022,11,FR,France,Europe,AE,United Arab Emirates,Entity_Blacklist,AI_Accelerator,5,[Synthetic] Entity_Blacklist on AI_Accelerator – FR targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,19.72,1
SC0493,2022-11-18,2022,11,US,United States,North America,SA,Saudi Arabia,Technology_Transfer_Ban,GPU_High_End,4,[Synthetic] Technology_Transfer_Ban on GPU_High_End – US targeting SA (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,37.98,1
SC0525,2022-11-25,2022,11,FR,France,Europe,RU,RU,Data_Localization,Gallium_Germanium,5,[Synthetic] Data_Localization on Gallium_Germanium – FR targeting RU (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,25.81,1
SC0527,2022-11-26,2022,11,FR,France,Europe,RU,RU,Export_Ban,DUV_Lithography,2,[Synthetic] Export_Ban on DUV_Lithography – FR targeting RU (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.54,1
SC0532,2022-11-03,2022,11,NL,Netherlands,Europe,SA,Saudi Arabia,Data_Localization,AI_Accelerator,3,[Synthetic] Data_Localization on AI_Accelerator – NL targeting SA (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,34.57,1
SC0551,2022-11-15,2022,11,US,United States,North America,SA,Saudi Arabia,Data_Localization,Quantum_Computing,3,[Synthetic] Data_Localization on Quantum_Computing – US targeting SA (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,19.16,1
SC0554,2022-11-03,2022,11,JP,Japan,Asia-Pacific,SA,Saudi Arabia,Tariff,Gallium_Germanium,4,[Synthetic] Tariff on Gallium_Germanium – JP targeting SA (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,47.29,1
SC0558,2022-11-24,2022,11,NL,Netherlands,Europe,IN,India,Technology_Transfer_Ban,Gallium_Germanium,4,[Synthetic] Technology_Transfer_Ban on Gallium_Germanium – NL targeting IN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,40.56,1
SC0561,2022-11-09,2022,11,US,United States,North America,CN,China,Entity_Blacklist,Gallium_Germanium,3,[Synthetic] Entity_Blacklist on Gallium_Germanium – US targeting CN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,21.85,1
SC0562,2022-11-18,2022,11,KR,South Korea,Asia-Pacific,CN,China,Tariff,Gallium_Germanium,1,[Synthetic] Tariff on Gallium_Germanium – KR targeting CN (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,1.94,1
SC0565,2022-11-22,2022,11,EU,EU,Europe,AE,United Arab Emirates,Export_Ban,DUV_Lithography,1,[Synthetic] Export_Ban on DUV_Lithography – EU targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,3.42,1
SC0569,2022-11-27,2022,11,NL,Netherlands,Europe,PK,Pakistan,Tariff,AI_Training_Data,5,[Synthetic] Tariff on AI_Training_Data – NL targeting PK (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,25.62,1
SC0571,2022-11-23,2022,11,US,United States,North America,IN,India,License_Requirement,AI_Training_Data,2,[Synthetic] License_Requirement on AI_Training_Data – US targeting IN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,22.7,1
SC0572,2022-11-16,2022,11,KR,South Korea,Asia-Pacific,IN,India,Export_Ban,HBM_Memory,1,[Synthetic] Export_Ban on HBM_Memory – KR targeting IN (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,9.26,1
SC0577,2022-11-27,2022,11,EU,EU,Europe,RU,RU,Tariff,Telecom_5G_Infrastructure,1,[Synthetic] Tariff on Telecom_5G_Infrastructure – EU targeting RU (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,5.07,1
SC0583,2022-11-07,2022,11,FR,France,Europe,IR,IR,Tariff,Telecom_5G_Infrastructure,4,[Synthetic] Tariff on Telecom_5G_Infrastructure – FR targeting IR (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,46.96,1
SC0020,2022-12-15,2022,12,US,United States,North America,CN,China,Entity_Blacklist,Semiconductor_manufacturing,4,YMTC Dawning Information added to Unverified List,BIS UVL 2022,0,0,Active,29.8,0
SC0481,2022-12-04,2022,12,US,United States,North America,RU,RU,Entity_Blacklist,Quantum_Computing,5,[Synthetic] Entity_Blacklist on Quantum_Computing – US targeting RU (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,38.71,1
SC0507,2022-12-20,2022,12,DE,Germany,Europe,IR,IR,Technology_Transfer_Ban,EUV_Lithography,2,[Synthetic] Technology_Transfer_Ban on EUV_Lithography – DE targeting IR (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,22.72,1
SC0553,2022-12-19,2022,12,KR,South Korea,Asia-Pacific,TW,Taiwan,Export_Ban,Advanced_Logic_Chip,1,[Synthetic] Export_Ban on Advanced_Logic_Chip – KR targeting TW (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,11.45,1
SC0559,2022-12-15,2022,12,FR,France,Europe,AE,United Arab Emirates,Entity_Blacklist,Gallium_Germanium,3,[Synthetic] Entity_Blacklist on Gallium_Germanium – FR targeting AE (2022),Synthetic/Regulatory Pattern Estimate,0,0,Active,26.39,1
SC0576,2022-12-11,2022,12,FR,France,Europe,IR,IR,Entity_Blacklist,Semiconductor_Equipment,3,[Synthetic] Entity_Blacklist on Semiconductor_Equipment – FR targeting IR (2022),Synthetic/Regulatory Pattern Estimate,0,1,Active,3.32,1
SC0593,2022-12-22,2022,12,KR,South Korea,Asia-Pacific,CN,China,Entity_Blacklist,Semiconductor_Equipment,5,[Synthetic] Entity_Blacklist on Semiconductor_Equipment – KR targeting CN (2022),Synthetic/Regulatory Pattern Estimate,1,1,Active,41.5,1
SC0597,2022-12-28,2022,12,JP,Japan,Asia-Pacific,RU,RU,Export_Ban,AI_Accelerator,5,[Synthetic] Export_Ban on AI_Accelerator – JP targeting RU (2022),Synthetic/Regulatory Pattern Estimate,1,0,Active,17.39,1
SC0033,2023-01-01,2023,1,IN,India,South Asia,CN,China,Tariff,Electronics_consumer_chips,3,India raises import duties on Chinese electronics,India MoF 2023,0,0,Active,42.71,0
SC0610,2023-01-21,2023,1,KR,South Korea,Asia-Pacific,IN,India,Data_Localization,GPU_High_End,3,[Synthetic] Data_Localization on GPU_High_End – KR targeting IN (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,11.01,1
SC0642,2023-01-18,2023,1,EU,EU,Europe,TW,Taiwan,Technology_Transfer_Ban,Telecom_5G_Infrastructure,3,[Synthetic] Technology_Transfer_Ban on Telecom_5G_Infrastructure – EU targeting TW (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,15.3,1
SC0676,2023-01-06,2023,1,KR,South Korea,Asia-Pacific,IN,India,Tariff,Gallium_Germanium,3,[Synthetic] Tariff on Gallium_Germanium – KR targeting IN (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,19.87,1
SC0678,2023-01-05,2023,1,US,United States,North America,PK,Pakistan,Entity_Blacklist,HBM_Memory,5,[Synthetic] Entity_Blacklist on HBM_Memory – US targeting PK (2023),Synthetic/Regulatory Pattern Estimate,0,1,Active,54.2,1
SC0693,2023-01-05,2023,1,KR,South Korea,Asia-Pacific,TW,Taiwan,Tariff,Advanced_Logic_Chip,5,[Synthetic] Tariff on Advanced_Logic_Chip – KR targeting TW (2023),Synthetic/Regulatory Pattern Estimate,1,1,Active,32.85,1
SC0703,2023-01-21,2023,1,JP,Japan,Asia-Pacific,IN,India,Export_Ban,HBM_Memory,2,[Synthetic] Export_Ban on HBM_Memory – JP targeting IN (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,4.57,1
SC0708,2023-01-10,2023,1,NL,Netherlands,Europe,SA,Saudi Arabia,Entity_Blacklist,EUV_Lithography,4,[Synthetic] Entity_Blacklist on EUV_Lithography – NL targeting SA (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,37.33,1
SC0711,2023-01-25,2023,1,US,United States,North America,PK,Pakistan,Export_Ban,EUV_Lithography,2,[Synthetic] Export_Ban on EUV_Lithography – US targeting PK (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,5.3,1
SC0712,2023-01-26,2023,1,NL,Netherlands,Europe,CN,China,Export_Ban,Cloud_AI_Services,3,[Synthetic] Export_Ban on Cloud_AI_Services – NL targeting CN (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,13.88,1
SC0716,2023-01-08,2023,1,US,United States,North America,AE,United Arab Emirates,License_Requirement,Advanced_Logic_Chip,2,[Synthetic] License_Requirement on Advanced_Logic_Chip – US targeting AE (2023),Synthetic/Regulatory Pattern Estimate,1,1,Active,17.45,1
SC0605,2023-02-07,2023,2,KR,South Korea,Asia-Pacific,CN,China,Export_Ban,Advanced_Logic_Chip,5,[Synthetic] Export_Ban on Advanced_Logic_Chip – KR targeting CN (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,25.57,1
SC0615,2023-02-14,2023,2,KR,South Korea,Asia-Pacific,PK,Pakistan,Export_Ban,EUV_Lithography,3,[Synthetic] Export_Ban on EUV_Lithography – KR targeting PK (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,32.88,1
SC0619,2023-02-04,2023,2,US,United States,North America,SA,Saudi Arabia,Export_Ban,HBM_Memory,5,[Synthetic] Export_Ban on HBM_Memory – US targeting SA (2023),Synthetic/Regulatory Pattern Estimate,0,1,Active,38.42,1
SC0622,2023-02-13,2023,2,KR,South Korea,Asia-Pacific,AE,United Arab Emirates,Export_Ban,Cloud_AI_Services,4,[Synthetic] Export_Ban on Cloud_AI_Services – KR targeting AE (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,47.59,1
SC0634,2023-02-17,2023,2,NL,Netherlands,Europe,CN,China,Data_Localization,Dual_Use_Electronics,4,[Synthetic] Data_Localization on Dual_Use_Electronics – NL targeting CN (2023),Synthetic/Regulatory Pattern Estimate,0,1,Active,32.47,1
SC0641,2023-02-17,2023,2,EU,EU,Europe,IR,IR,Export_Ban,Telecom_5G_Infrastructure,2,[Synthetic] Export_Ban on Telecom_5G_Infrastructure – EU targeting IR (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,16.99,1
SC0652,2023-02-09,2023,2,FR,France,Europe,AE,United Arab Emirates,Export_Ban,Cloud_AI_Services,1,[Synthetic] Export_Ban on Cloud_AI_Services – FR targeting AE (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,6.08,1
SC0662,2023-02-24,2023,2,KR,South Korea,Asia-Pacific,PK,Pakistan,Tariff,AI_Accelerator,2,[Synthetic] Tariff on AI_Accelerator – KR targeting PK (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,9.3,1
SC0675,2023-02-07,2023,2,EU,EU,Europe,AE,United Arab Emirates,Tariff,GPU_High_End,2,[Synthetic] Tariff on GPU_High_End – EU targeting AE (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,17.68,1
SC0684,2023-02-28,2023,2,FR,France,Europe,AE,United Arab Emirates,Export_Ban,Advanced_Logic_Chip,4,[Synthetic] Export_Ban on Advanced_Logic_Chip – FR targeting AE (2023),Synthetic/Regulatory Pattern Estimate,1,1,Active,31.1,1
SC0686,2023-02-09,2023,2,US,United States,North America,SA,Saudi Arabia,Data_Localization,Semiconductor_Equipment,3,[Synthetic] Data_Localization on Semiconductor_Equipment – US targeting SA (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,25.38,1
SC0689,2023-02-04,2023,2,JP,Japan,Asia-Pacific,SA,Saudi Arabia,Export_Ban,AI_Training_Data,5,[Synthetic] Export_Ban on AI_Training_Data – JP targeting SA (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,52.05,1
SC0691,2023-02-05,2023,2,DE,Germany,Europe,PK,Pakistan,Export_Ban,GPU_High_End,5,[Synthetic] Export_Ban on GPU_High_End – DE targeting PK (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,53.51,1
SC0692,2023-02-03,2023,2,KR,South Korea,Asia-Pacific,IR,IR,Data_Localization,Semiconductor_Equipment,4,[Synthetic] Data_Localization on Semiconductor_Equipment – KR targeting IR (2023),Synthetic/Regulatory Pattern Estimate,0,1,Active,41.49,1
SC0715,2023-02-18,2023,2,EU,EU,Europe,CN,China,Tariff,AI_Accelerator,5,[Synthetic] Tariff on AI_Accelerator – EU targeting CN (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,13.81,1
SC0022,2023-03-08,2023,3,NL,Netherlands,Europe,CN,China,Export_Ban,Advanced_DUV_Lithography,4,Netherlands extends controls to advanced DUV machines,Dutch EC 2023,0,0,Active,49.99,0
SC0042,2023-03-16,2023,3,JP,Japan,Asia-Pacific,KR,South Korea,Tariff,Semiconductor_materials_partial_resolution,2,Japan-Korea partially restore trade relations,METI Japan 2023,0,0,Active,13.9,0
SC0600,2023-03-23,2023,3,NL,Netherlands,Europe,IN,India,Entity_Blacklist,DUV_Lithography,4,[Synthetic] Entity_Blacklist on DUV_Lithography – NL targeting IN (2023),Synthetic/Regulatory Pattern Estimate,0,1,Active,25.97,1
SC0613,2023-03-16,2023,3,FR,France,Europe,CN,China,Export_Ban,Semiconductor_Equipment,5,[Synthetic] Export_Ban on Semiconductor_Equipment – FR targeting CN (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,28.99,1
SC0620,2023-03-28,2023,3,US,United States,North America,IN,India,Data_Localization,Advanced_Logic_Chip,5,[Synthetic] Data_Localization on Advanced_Logic_Chip – US targeting IN (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,36.68,1
SC0626,2023-03-27,2023,3,EU,EU,Europe,IN,India,Tariff,Quantum_Computing,2,[Synthetic] Tariff on Quantum_Computing – EU targeting IN (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,12.17,1
SC0647,2023-03-10,2023,3,US,United States,North America,AE,United Arab Emirates,Tariff,EUV_Lithography,5,[Synthetic] Tariff on EUV_Lithography – US targeting AE (2023),Synthetic/Regulatory Pattern Estimate,0,1,Active,35.15,1
SC0648,2023-03-24,2023,3,JP,Japan,Asia-Pacific,SA,Saudi Arabia,License_Requirement,AI_Accelerator,5,[Synthetic] License_Requirement on AI_Accelerator – JP targeting SA (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,34.67,1
SC0666,2023-03-03,2023,3,EU,EU,Europe,AE,United Arab Emirates,Data_Localization,EUV_Lithography,5,[Synthetic] Data_Localization on EUV_Lithography – EU targeting AE (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,54.63,1
SC0674,2023-03-05,2023,3,DE,Germany,Europe,IR,IR,Data_Localization,Quantum_Computing,4,[Synthetic] Data_Localization on Quantum_Computing – DE targeting IR (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,18.56,1
SC0687,2023-03-02,2023,3,JP,Japan,Asia-Pacific,CN,China,Export_Ban,GPU_High_End,3,[Synthetic] Export_Ban on GPU_High_End – JP targeting CN (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,18.29,1
SC0695,2023-03-20,2023,3,FR,France,Europe,CN,China,Tariff,Quantum_Computing,2,[Synthetic] Tariff on Quantum_Computing – FR targeting CN (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,9.96,1
SC0698,2023-03-19,2023,3,NL,Netherlands,Europe,CN,China,Tariff,Dual_Use_Electronics,1,[Synthetic] Tariff on Dual_Use_Electronics – NL targeting CN (2023),Synthetic/Regulatory Pattern Estimate,1,1,Active,7.49,1
SC0719,2023-03-14,2023,3,FR,France,Europe,TW,Taiwan,Data_Localization,Dual_Use_Electronics,2,[Synthetic] Data_Localization on Dual_Use_Electronics – FR targeting TW (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,4.98,1
SC0722,2023-03-13,2023,3,NL,Netherlands,Europe,IN,India,Technology_Transfer_Ban,Quantum_Computing,4,[Synthetic] Technology_Transfer_Ban on Quantum_Computing – NL targeting IN (2023),Synthetic/Regulatory Pattern Estimate,0,0,Active,34.82,1
SC0725,2023-03-26,2023,3,EU,EU,Europe,IN,India,Tariff,Advanced_Logic_Chip,4,[Synthetic] Tariff on Advanced_Logic_Chip – EU targeting IN (2023),Synthetic/Regulatory Pattern Estimate,1,1,Active,37.48,1
SC0030,2023-04-05,2023,4,CN,China,Asia-Pacific,TW,Taiwan,Tariff,Taiwanese_products_2000_items,3,China trade restrictions on Taiwanese goods,MOFCOM China 2023,0,0,Active,35.99,0
SC0617,2023-04-19,2023,4,EU,EU,Europe,IN,India,Export_Ban,AI_Training_Data,3,[Synthetic] Export_Ban on AI_Training_Data – EU targeting IN (2023),Synthetic/Regulatory Pattern Estimate,1,1,Active,21.68,1
SC0623,2023-04-16,2023,4,EU,EU,Europe,SA,Saudi Arabia,Technology_Transfer_Ban,EUV_Lithography,5,[Synthetic] Technology_Transfer_Ban on EUV_Lithography – EU targeting SA (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,53.5,1
SC0635,2023-04-02,2023,4,KR,South Korea,Asia-Pacific,RU,RU,Export_Ban,DUV_Lithography,4,[Synthetic] Export_Ban on DUV_Lithography – KR targeting RU (2023),Synthetic/Regulatory Pattern Estimate,1,0,Active,26.74,1
